delta,std,mean,variable,method,lower,upper,median
1.666666666666667,0.058327424063652815,0.5240769014625856,age,taylor,0.43239939361916724,0.6142417397950023,0.5219995733476788
1.666666666666667,0.3278136349056047,0.38936929141350196,age,ipw,0.1401752668107689,0.8491764981554908,0.29472183849447087
1.666666666666667,0.0,0.49854772458542707,age,true,,,
1.7272727272727275,0.06145261782838316,0.5233219347044232,age,taylor,0.42554188515550495,0.618860158562457,0.5208198914459524
1.7272727272727275,0.34476429031717537,0.3688786762494014,age,ipw,0.12132168426535592,0.8706141524542028,0.26819978977517733
1.7272727272727275,0.0,0.4961157170820339,age,true,,,
1.787878787878788,0.06468955363637442,0.5225215830610007,age,taylor,0.4184354349836233,0.6239165638804148,0.5204340414580657
1.787878787878788,0.35857058869341507,0.34715080298211914,age,ipw,0.10387852860966097,0.8857310257849947,0.2409358583271256
1.787878787878788,0.0,0.49345040087270725,age,true,,,
1.8484848484848486,0.0680382410326566,0.5216758465323178,age,taylor,0.41113642524983524,0.629223055339548,0.5198947342450324
1.8484848484848486,0.3687022469393438,0.32440853167781214,age,ipw,0.08796434395383262,0.8762284536802837,0.21315386354053795
1.8484848484848486,0.0,0.4906728964169379,age,true,,,
1.9090909090909092,0.07149868914906031,0.5207847251183747,age,taylor,0.4061996265915869,0.6353717208160388,0.51975476230566
1.9090909090909092,0.374742328198438,0.30091160794264,age,ipw,0.07364859126215571,0.8295108365471383,0.18841945902285273
1.9090909090909092,0.0,0.48725522270247174,age,true,,,
1.9696969696969697,0.07507090666043166,0.5198482188191713,age,taylor,0.40110917168618815,0.6403003679842255,0.5178632560660683
1.9696969696969697,0.3764134752203939,0.27694790138707664,age,ipw,0.06052248123577358,0.7779817155130306,0.16391779511408588
1.9696969696969697,0.0,0.48318559320348126,age,true,,,
2.0303030303030303,0.07875490176192171,0.5188663276347075,age,taylor,0.39587951953250766,0.6450049723455847,0.517417897549749
2.0303030303030303,0.3735961928856805,0.25282296601166687,age,ipw,0.04947613826148939,0.7489516131599069,0.14099938369667925
2.0303030303030303,0.0,0.4802477109460344,age,true,,,
2.090909090909091,0.0825506821618137,0.5178390515649837,age,taylor,0.3891576036776656,0.651271377694452,0.5161709352586746
2.090909090909091,0.3663376514938313,0.22884853143242545,age,ipw,0.03995675707599749,0.7121294994474697,0.1198909527936549
2.090909090909091,0.0,0.47701293497058717,age,true,,,
2.1515151515151514,0.08645825508559075,0.5167663906099993,age,taylor,0.3815022036152523,0.6562615543906797,0.5144385633875039
2.1515151515151514,0.3548502570753062,0.20533062267891225,age,ipw,0.03175972883057887,0.6674302716954773,0.10074669036545078
2.1515151515151514,0.0,0.47207630044416815,age,true,,,
2.212121212121212,0.09047762728793599,0.5156483447697546,age,taylor,0.37364425020203995,0.6621658156387994,0.5129510388213481
2.212121212121212,0.3395000798101909,0.18255803879901453,age,ipw,0.02448868778868129,0.6177467131820604,0.0837222416067635
2.212121212121212,0.0,0.4689690581101456,age,true,,,
2.2727272727272725,0.09460880507014088,0.5144849140442497,age,taylor,0.3655837434380286,0.668196357823109,0.510997733976119
2.2727272727272725,0.32078606409750204,0.16079189259272839,age,ipw,0.018636725127995978,0.5644650376935549,0.06860846598338688
2.2727272727272725,0.0,0.46619918130995874,age,true,,,
2.333333333333334,0.09885179430101305,0.5132760984334845,age,taylor,0.3573206833232181,0.6743531809436086,0.5095876220505569
2.333333333333334,0.2993116835493866,0.14025682756975166,age,ipw,0.014041871535735,0.5090622005984962,0.05557973906657329
2.333333333333334,0.0,0.4629051381914373,age,true,,,
2.3939393939393945,0.10320660043985447,0.5120218979374591,age,taylor,0.3488550698576087,0.6806362850002982,0.5074918505595707
2.3939393939393945,0.2757512809874463,0.12113439191786025,age,ipw,0.010546036418120824,0.4522523759391746,0.04446329055346404
2.3939393939393945,0.0,0.4593530293157954,age,true,,,
2.454545454545455,0.10767322856045457,0.5107223125561733,age,taylor,0.3401869030412002,0.6870456699931775,0.5065488720337943
2.454545454545455,0.25081369436635553,0.1035588764054838,age,ipw,0.007824040348812287,0.3845237848675368,0.035121094107625886
2.454545454545455,0.0,0.4555813832861605,age,true,,,
2.5151515151515156,0.11225168337532727,0.5093773422896272,age,taylor,0.33131618287399267,0.6935813359222468,0.50592692098762
2.5151515151515156,0.22520588405237466,0.08761573097894783,age,ipw,0.005734601339822151,0.3223857798795861,0.027395596499142576
2.5151515151515156,0.0,0.45090482504530655,age,true,,,
2.575757575757576,0.11694196925964358,0.5079869871378208,age,taylor,0.32224290935598615,0.700243282787506,0.5053044188414313
2.575757575757576,0.19959914064376882,0.07334248227550137,age,ipw,0.00415611336476675,0.26650806834621016,0.021362765220999117
2.575757575757576,0.0,0.4472730676134729,age,true,,,
2.6363636363636367,0.1217440902744756,0.5065512471007542,age,taylor,0.31296708248718064,0.7070315105889552,0.5046813655952278
2.6363636363636367,0.17460008780243827,0.06073189966738833,age,ipw,0.00297543243186666,0.2172211117657135,0.016301799896810295
2.6363636363636367,0.0,0.4435095214417982,age,true,,,
2.6969696969696972,0.12665805018909645,0.5050701221784272,age,taylor,0.303488702267576,0.7139460193265943,0.5039306316849632
2.6969696969696972,0.15072814787004693,0.049737016314252945,age,ipw,0.002104210560398395,0.17455390665567833,0.01226262065580799
2.6969696969696972,0.0,0.43880352357284574,age,true,,,
2.757575757575758,0.1316838525021737,0.5035436123708399,age,taylor,0.29380776869717246,0.7209868090004233,0.501750294798423
2.757575757575758,0.12840047453174416,0.04027751506120767,age,ipw,0.0014699532427690576,0.14217810993403235,0.009022366228528643
2.757575757575758,0.0,0.43484878499687774,age,true,,,
2.8181818181818183,0.13682150046176472,0.5019717176779924,age,taylor,0.2843538878845876,0.7281538796104422,0.5008094921981016
2.8181818181818183,0.10792465209785142,0.03224694234900964,age,ipw,0.0010143606446455227,0.1144866990672913,0.006542697885439689
2.8181818181818183,0.0,0.43150756231538645,age,true,,,
2.878787878787879,0.14207099708407375,0.5003544380998846,age,taylor,0.27442670173778483,0.7354472311566512,0.49957207516265995
2.878787878787879,0.0894987914477178,0.02552021625762711,age,ipw,0.000691441070945902,0.09088250202177539,0.004691244975041126
2.878787878787879,0.0,0.42804523662042443,age,true,,,
2.9393939393939394,0.1474323451709674,0.49869177363651646,age,taylor,0.2633744060967624,0.7428286477207685,0.4985783275278075
2.9393939393939394,0.07321808557927074,0.019960941761346964,age,ipw,0.00046557627953344873,0.07111902133378398,0.00331695452785753
2.9393939393939394,0.0,0.4234085454142089,age,true,,,
3.0,0.15290554732627207,0.496983724287888,age,taylor,0.25270590892029576,0.7503248319448655,0.49753856039285504
3.0,0.05908647294495862,0.015428127516179562,age,ipw,0.00030966891405498223,0.05485950165926084,0.00236423046841076
3.0,0.0,0.41963877363112134,age,true,,,
